datasource_id,resource_id,email,permission_id,permission_type,exposure_type,expiration_time,is_deleted
0f3838b0-be97-46be-b3b5-82266578582e,10eWGN88J8GrycBUQw_MvL-ZEKC-KrIC1,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,10eWGN88J8GrycBUQw_MvL-ZEKC-KrIC1,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,10fMY1U1t5oYoA0cWV2yzatzWY4rpvPse,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,10fMY1U1t5oYoA0cWV2yzatzWY4rpvPse,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,10G9nKPyUg9hIUYwoXcFHX8yT5z_qbLQN,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,10G9nKPyUg9hIUYwoXcFHX8yT5z_qbLQN,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,10G9nKPyUg9hIUYwoXcFHX8yT5z_qbLQN,sales_user_1@adyatest.com,11667871528211765552,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,11640q5EAoXbfeyf0_cei7ttaTerKR9HM,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,11640q5EAoXbfeyf0_cei7ttaTerKR9HM,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,11640q5EAoXbfeyf0_cei7ttaTerKR9HM,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,11fd8mj3Ko-NNdd1s4xk-rwTXS1HrYKM1,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,11fd8mj3Ko-NNdd1s4xk-rwTXS1HrYKM1,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,11v0OcWAm5DAXKLaC71gTffsyrX36k0zW,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,11v0OcWAm5DAXKLaC71gTffsyrX36k0zW,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,11v0OcWAm5DAXKLaC71gTffsyrX36k0zW,PUBLIC,anyoneWithLink,reader,PUBLIC,,0
0f3838b0-be97-46be-b3b5-82266578582e,12DeoDIE106_vCk4OC5wSI7GTmOoUaSQM,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,12DeoDIE106_vCk4OC5wSI7GTmOoUaSQM,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,12DeoDIE106_vCk4OC5wSI7GTmOoUaSQM,mktg_user_2@adyatest.com,13701269247808531792,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,12DeoDIE106_vCk4OC5wSI7GTmOoUaSQM,PUBLIC,anyone,reader,PUBLIC,,0
0f3838b0-be97-46be-b3b5-82266578582e,13oe1yH5UK4vC2pFNz0rURlcTqVgFCVN1,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,13oe1yH5UK4vC2pFNz0rURlcTqVgFCVN1,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,13oe1yH5UK4vC2pFNz0rURlcTqVgFCVN1,sales_user_2@adyatest.com,00393929978492690049,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,13oe1yH5UK4vC2pFNz0rURlcTqVgFCVN1,__ANYONE__@adyatest.com,09522562856373921280k,reader,DOMAIN,,0
0f3838b0-be97-46be-b3b5-82266578582e,13z2QJPUKhYBJCT3nGGruQ6V3yM2UJzoe,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,13z2QJPUKhYBJCT3nGGruQ6V3yM2UJzoe,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,13z2QJPUKhYBJCT3nGGruQ6V3yM2UJzoe,__ANYONE__@adyatest.com,09522562856373921280k,reader,DOMAIN,,0
0f3838b0-be97-46be-b3b5-82266578582e,14IksHoiJJ3inktA2QPXeFpn7Kjycf-VC,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,14IksHoiJJ3inktA2QPXeFpn7Kjycf-VC,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,14IksHoiJJ3inktA2QPXeFpn7Kjycf-VC,mktg_user_2@adyatest.com,13701269247808531792,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,14IksHoiJJ3inktA2QPXeFpn7Kjycf-VC,__ANYONE__@adyatest.com,09522562856373921280k,writer,DOMAIN,,0
0f3838b0-be97-46be-b3b5-82266578582e,14jiD7EaXeBloetQna3VXr5mjkaTrNhRL,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,14jiD7EaXeBloetQna3VXr5mjkaTrNhRL,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,14jiD7EaXeBloetQna3VXr5mjkaTrNhRL,__ANYONE__@adyatest.com,09522562856373921280k,writer,DOMAIN,,0
0f3838b0-be97-46be-b3b5-82266578582e,14m6eQYbkm7oyQeGuQbTbweKZFyVwbP7t,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,14m6eQYbkm7oyQeGuQbTbweKZFyVwbP7t,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,14m6eQYbkm7oyQeGuQbTbweKZFyVwbP7t,engg_user_1@adyatest.com,00073409170730105766,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,14oW8ztckIDceXB3-yCvuicdQh0cmLvMD,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,14oW8ztckIDceXB3-yCvuicdQh0cmLvMD,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,14oW8ztckIDceXB3-yCvuicdQh0cmLvMD,sales_user_1@adyatest.com,11667871528211765552,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,15KI2jCTnZaWrAtuJ7At6qlrB4_5ZUMlR,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,15KI2jCTnZaWrAtuJ7At6qlrB4_5ZUMlR,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,15KI2jCTnZaWrAtuJ7At6qlrB4_5ZUMlR,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,15KI2jCTnZaWrAtuJ7At6qlrB4_5ZUMlR,sales_user_2@adyatest.com,00393929978492690049,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,15ouMIIF04crVo-7Nw3dQ1MD_2BlwHf0l,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,15ouMIIF04crVo-7Nw3dQ1MD_2BlwHf0l,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,15ouMIIF04crVo-7Nw3dQ1MD_2BlwHf0l,mktg_user_2@adyatest.com,13701269247808531792,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,15ouMIIF04crVo-7Nw3dQ1MD_2BlwHf0l,PUBLIC,anyoneWithLink,reader,PUBLIC,,0
0f3838b0-be97-46be-b3b5-82266578582e,15Tt148_p1SfPPf5KgZBVxQjEejEoCRVt,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,15Tt148_p1SfPPf5KgZBVxQjEejEoCRVt,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,15Tt148_p1SfPPf5KgZBVxQjEejEoCRVt,__ANYONE__@adyatest.com,09522562856373921280k,writer,DOMAIN,,0
0f3838b0-be97-46be-b3b5-82266578582e,16YCEv854OmVX7nCF2EEA-DVRKxg-KFkX,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,16YCEv854OmVX7nCF2EEA-DVRKxg-KFkX,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,16YCEv854OmVX7nCF2EEA-DVRKxg-KFkX,engg_user_1@adyatest.com,00073409170730105766,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,16ZoG6UYmJnfCssK0m3m8WDo12TgsOEny,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,16ZoG6UYmJnfCssK0m3m8WDo12TgsOEny,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,16ZoG6UYmJnfCssK0m3m8WDo12TgsOEny,mktg_user_2@adyatest.com,13701269247808531792,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,16ZoG6UYmJnfCssK0m3m8WDo12TgsOEny,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,174ADorLhsr5XFD5GZZ_MBObvkUlrWt_f,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,174ADorLhsr5XFD5GZZ_MBObvkUlrWt_f,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,174ADorLhsr5XFD5GZZ_MBObvkUlrWt_f,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,174ADorLhsr5XFD5GZZ_MBObvkUlrWt_f,sales_user_2@adyatest.com,00393929978492690049,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,17fpXIN7XKY_CDYHyPQ4XH9v2u3EYSm3W,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,17fpXIN7XKY_CDYHyPQ4XH9v2u3EYSm3W,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,17ZIeFV97nRaLDRW6DOBHBWz79na3zaat,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,17ZIeFV97nRaLDRW6DOBHBWz79na3zaat,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,17ZIeFV97nRaLDRW6DOBHBWz79na3zaat,sales_user_2@adyatest.com,00393929978492690049,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,17ZIeFV97nRaLDRW6DOBHBWz79na3zaat,__ANYONE__@adyatest.com,09522562856373921280k,reader,DOMAIN,,0
0f3838b0-be97-46be-b3b5-82266578582e,18Jf5nOv18YtcUrmHYwV3XesOOHgATy6i,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,18Jf5nOv18YtcUrmHYwV3XesOOHgATy6i,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,18Jf5nOv18YtcUrmHYwV3XesOOHgATy6i,engg_user_1@adyatest.com,00073409170730105766,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,18Pxf95QkF1Dq_TdWH4ehRclZZ7MBfzFx,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,18Pxf95QkF1Dq_TdWH4ehRclZZ7MBfzFx,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,18Pxf95QkF1Dq_TdWH4ehRclZZ7MBfzFx,mktg_user_2@adyatest.com,13701269247808531792,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,18Pxf95QkF1Dq_TdWH4ehRclZZ7MBfzFx,PUBLIC,anyoneWithLink,reader,PUBLIC,,0
0f3838b0-be97-46be-b3b5-82266578582e,19uyJ_PyRBsP3PbdMB5mA-Z8dMZAe2Z8I,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,19uyJ_PyRBsP3PbdMB5mA-Z8dMZAe2Z8I,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,19uyJ_PyRBsP3PbdMB5mA-Z8dMZAe2Z8I,PUBLIC,anyone,reader,PUBLIC,,0
0f3838b0-be97-46be-b3b5-82266578582e,19VVjBnduKabKRQSVcDEVfx7e91rj7hm8,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,19VVjBnduKabKRQSVcDEVfx7e91rj7hm8,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,19VVjBnduKabKRQSVcDEVfx7e91rj7hm8,engg_user_1@adyatest.com,00073409170730105766,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,19z5YJeonZBJLV2Zr4ukYadS87Dts9a0Z,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,19z5YJeonZBJLV2Zr4ukYadS87Dts9a0Z,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1A5S3S8sDpx2iKA1QaDb5Lne8WDAfObM1,amit.agarwal@adya.io,15480560845680098755,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1A5S3S8sDpx2iKA1QaDb5Lne8WDAfObM1,deepak@adya.io,08821235096454607480,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1A5S3S8sDpx2iKA1QaDb5Lne8WDAfObM1,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1A5S3S8sDpx2iKA1QaDb5Lne8WDAfObM1,deepakbalakrishna@gmail.com,14086054958024239642,writer,EXT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1A5S3S8sDpx2iKA1QaDb5Lne8WDAfObM1,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1A5S3S8sDpx2iKA1QaDb5Lne8WDAfObM1,engg_user_1@adyatest.com,00073409170730105766,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1A5S3S8sDpx2iKA1QaDb5Lne8WDAfObM1,mktg@adyatest.com,06884616684275021194,reader,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1AdDkCZLAzey8958eDYorGEM_OEgD7nhX,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1AdDkCZLAzey8958eDYorGEM_OEgD7nhX,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1AdDkCZLAzey8958eDYorGEM_OEgD7nhX,engg_user_1@adyatest.com,00073409170730105766,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1AFivNq_JKckXOSXZ2E9dXyeuLjxYJaKv,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1AFivNq_JKckXOSXZ2E9dXyeuLjxYJaKv,engg@adyatest.com,05396706730572163622,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1AFivNq_JKckXOSXZ2E9dXyeuLjxYJaKv,engg_user_1@adyatest.com,00073409170730105766,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1AjDRms5tO_497rmXRd5RPnsFrQjp8PqD,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1AjDRms5tO_497rmXRd5RPnsFrQjp8PqD,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1AjDRms5tO_497rmXRd5RPnsFrQjp8PqD,mktg_user_2@adyatest.com,13701269247808531792,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1AjDRms5tO_497rmXRd5RPnsFrQjp8PqD,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1AlrL7I8ncX7-PJiWp2iAj8nx3s39dInL,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1AlrL7I8ncX7-PJiWp2iAj8nx3s39dInL,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1aRRRXzJ3DL1QoAy1uB2LfqUMjScLa8rN,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1aRRRXzJ3DL1QoAy1uB2LfqUMjScLa8rN,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1aRRRXzJ3DL1QoAy1uB2LfqUMjScLa8rN,sales_user_2@adyatest.com,00393929978492690049,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1aRRRXzJ3DL1QoAy1uB2LfqUMjScLa8rN,__ANYONE__@adyatest.com,09522562856373921280k,reader,DOMAIN,,0
0f3838b0-be97-46be-b3b5-82266578582e,1asuDPx62wi1Tp2fFtGcT0CLKFrFbLuKf,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1asuDPx62wi1Tp2fFtGcT0CLKFrFbLuKf,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1asuDPx62wi1Tp2fFtGcT0CLKFrFbLuKf,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1a__3IsFc052W7gsmwdZGZJWKAzlaSMAc,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1a__3IsFc052W7gsmwdZGZJWKAzlaSMAc,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1a__3IsFc052W7gsmwdZGZJWKAzlaSMAc,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1B0tzEZKWe4SXNY4AXC2J6FG2g5IIea-q,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1B0tzEZKWe4SXNY4AXC2J6FG2g5IIea-q,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1B0tzEZKWe4SXNY4AXC2J6FG2g5IIea-q,sales_user_2@adyatest.com,00393929978492690049,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1B0tzEZKWe4SXNY4AXC2J6FG2g5IIea-q,__ANYONE__@adyatest.com,09522562856373921280k,reader,DOMAIN,,0
0f3838b0-be97-46be-b3b5-82266578582e,1b9FzFRSJvneueHKh4S-A3ZhsJw5lioNA,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1b9FzFRSJvneueHKh4S-A3ZhsJw5lioNA,finance@adyatest.com,08625408871025890536,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1bamfOfdriIxjdc9ufIe7s4aCtsbHHF04,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1bamfOfdriIxjdc9ufIe7s4aCtsbHHF04,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1bamfOfdriIxjdc9ufIe7s4aCtsbHHF04,sales_user_1@adyatest.com,11667871528211765552,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1BW5j0xhVmLj7i0_ZnEhiatC8xVhayqpT,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1BW5j0xhVmLj7i0_ZnEhiatC8xVhayqpT,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1BW5j0xhVmLj7i0_ZnEhiatC8xVhayqpT,PUBLIC,anyoneWithLink,reader,PUBLIC,,0
0f3838b0-be97-46be-b3b5-82266578582e,1c2i_3B9OUwGT8kVyb_kr0DPWjk4z333Q,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1c2i_3B9OUwGT8kVyb_kr0DPWjk4z333Q,sales@adyatest.com,03673162328506403042,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1c2i_3B9OUwGT8kVyb_kr0DPWjk4z333Q,sales_user_2@adyatest.com,00393929978492690049,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1c2i_3B9OUwGT8kVyb_kr0DPWjk4z333Q,__ANYONE__@adyatest.com,09522562856373921280k,reader,DOMAIN,,0
0f3838b0-be97-46be-b3b5-82266578582e,1c48QyUkPuiLFmwOcXoRMgB43W_9jlXK4,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1c48QyUkPuiLFmwOcXoRMgB43W_9jlXK4,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1c48QyUkPuiLFmwOcXoRMgB43W_9jlXK4,mktg_user_2@adyatest.com,13701269247808531792,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1c48QyUkPuiLFmwOcXoRMgB43W_9jlXK4,__ANYONE__@adyatest.com,09522562856373921280k,writer,DOMAIN,,0
0f3838b0-be97-46be-b3b5-82266578582e,1CEWLXCH9H3IBW9DrLYfPc-MfQWPmOY9g,deepak@adyatest.com,08005348925248457086,owner,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1CEWLXCH9H3IBW9DrLYfPc-MfQWPmOY9g,finance@adyatest.com,08625408871025890536,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1CTS6fcujNxv9gbFfMU2f4Wdgqia-NOUf,deepak@adyatest.com,08005348925248457086,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1CTS6fcujNxv9gbFfMU2f4Wdgqia-NOUf,mktg@adyatest.com,06884616684275021194,writer,INT,,0
0f3838b0-be97-46be-b3b5-82266578582e,1CTS6fcujNxv9gbFfMU2f4Wdgqia-NOUf,sales@adyatest.com,03673162328506403042,writer,INT,,0
