datasource_id,resource_id,resource_name,resource_type,resource_size,resource_owner_id,last_modified_time,creation_time,exposure_type,web_content_link,web_view_link,icon_link,thumthumbnail_link,description,last_modifying_user_email,parent_id
0f3838b0-be97-46be-b3b5-82266578582e,1-rgS4ufvqR_pBqw01ZGa_fNJEBQFoGmY,Adya Overview.pdf,pdf,3285308,sales_user_1@adyatest.com,2018-01-18 08:45:46,2018-01-18 08:45:46,INT,https://drive.google.com/a/adyatest.com/uc?id=1-rgS4ufvqR_pBqw01ZGa_fNJEBQFoGmY&export=download,https://drive.google.com/a/adyatest.com/file/d/1-rgS4ufvqR_pBqw01ZGa_fNJEBQFoGmY/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/application/pdf,https://lh3.googleusercontent.com/kCNxWeRIRBxOZMi8FSK7qwjyAx49fCI52GQfU41lX3NoAQetvSO9bYGVFRWBsUb7CJ9fQTW2XOA=s220,,sales_user_1@adyatest.com,1bamfOfdriIxjdc9ufIe7s4aCtsbHHF04
0f3838b0-be97-46be-b3b5-82266578582e,1-Uz0nwbxxPzVrJVWx1i2M8D4HHGJvb64,Beach.jpg,jpeg,9256161,sales_user_2@adyatest.com,2018-01-18 08:49:08,2018-01-18 08:49:08,DOMAIN,https://drive.google.com/a/adyatest.com/uc?id=1-Uz0nwbxxPzVrJVWx1i2M8D4HHGJvb64&export=download,https://drive.google.com/a/adyatest.com/file/d/1-Uz0nwbxxPzVrJVWx1i2M8D4HHGJvb64/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/image/jpeg,https://lh3.googleusercontent.com/1cKYpv4fVNmdenzM4pZcn4F6H2AqzcloDUulI_5AqNshwm2DDcA7l3ljcBBAvlgujdHOLKmoOFU=s220,,sales_user_2@adyatest.com,1u-4QNQYj3dtQM0RCxnF7BGp3F7v3iAxC
0f3838b0-be97-46be-b3b5-82266578582e,100JaH87iyZo2itg7fhYHbIKHPZxcFAxu,Adyatest.com.docx,document,9667,sales_user_2@adyatest.com,2018-01-18 08:48:11,2018-01-18 08:48:11,INT,https://drive.google.com/a/adyatest.com/uc?id=100JaH87iyZo2itg7fhYHbIKHPZxcFAxu&export=download,https://drive.google.com/a/adyatest.com/file/d/100JaH87iyZo2itg7fhYHbIKHPZxcFAxu/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/application/vnd.openxmlformats-officedocument.wordprocessingml.document,https://lh3.googleusercontent.com/ffBohYY9Mz5-_JDloCRi04aGggbEe0kfk1iO184_Y8EsloFiYfoYYaCyLUSeaqHBWl_moDCFUwA=s220,,sales_user_2@adyatest.com,1zLlmhxW_up2JuuliJKi05YpfxjfiFPns
0f3838b0-be97-46be-b3b5-82266578582e,104pF728474Q0qIY9XmpbaEsClwAC48Jy,Adya Overview.pdf,pdf,3285308,engg_user_1@adyatest.com,2018-01-18 08:22:05,2018-01-18 08:22:05,INT,https://drive.google.com/a/adyatest.com/uc?id=104pF728474Q0qIY9XmpbaEsClwAC48Jy&export=download,https://drive.google.com/a/adyatest.com/file/d/104pF728474Q0qIY9XmpbaEsClwAC48Jy/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/application/pdf,https://lh3.googleusercontent.com/dth4Rwo3gmImBk7OmsDQjxVi_lmMLDfgt7n8UhZrD90so48BR14ZyuvAjLC_mZ4BTQi3h4st_uI=s220,,engg_user_1@adyatest.com,1tfvkLYiRdB3AnJE0_RFlmg6KSc4Ka4f0
0f3838b0-be97-46be-b3b5-82266578582e,10eWGN88J8GrycBUQw_MvL-ZEKC-KrIC1,Adya Demo .mp4,mp4,35871010,deepak@adyatest.com,2018-01-18 08:37:16,2018-01-18 08:37:16,INT,https://drive.google.com/a/adyatest.com/uc?id=10eWGN88J8GrycBUQw_MvL-ZEKC-KrIC1&export=download,https://drive.google.com/a/adyatest.com/file/d/10eWGN88J8GrycBUQw_MvL-ZEKC-KrIC1/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/video/mp4,https://lh3.googleusercontent.com/aew26yn5OKR-kMKInfFy-E1-1oqzfyJu5ItjXFDd4S-pt_5UhlApuBgdvlNg_O8tW_dc9L-k_tE=s220,,deepak@adyatest.com,1NtCxd6el4zuaUbwiz6YkjFHzoFEW9d14
0f3838b0-be97-46be-b3b5-82266578582e,10fMY1U1t5oYoA0cWV2yzatzWY4rpvPse,Adya Test Setup Text File.txt,plain,2727,deepak@adyatest.com,2018-01-18 08:36:45,2018-01-18 08:36:45,INT,https://drive.google.com/a/adyatest.com/uc?id=10fMY1U1t5oYoA0cWV2yzatzWY4rpvPse&export=download,https://drive.google.com/a/adyatest.com/file/d/10fMY1U1t5oYoA0cWV2yzatzWY4rpvPse/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/text/plain,https://lh3.googleusercontent.com/1hK90GoQatqr23Fq5BuGv7Vvxa0ZNYgNjfoGZukqgWa9rcr1UndZivV83rSlMT7Brkfn2sBbHGU=s220,,deepak@adyatest.com,1Ux6jHXQoOxF6PhMHR4z76SnsCAmUZ-n1
0f3838b0-be97-46be-b3b5-82266578582e,10G9nKPyUg9hIUYwoXcFHX8yT5z_qbLQN,Beach.jpg,jpeg,9256161,sales_user_1@adyatest.com,2018-01-18 08:45:21,2018-01-18 08:45:21,INT,https://drive.google.com/a/adyatest.com/uc?id=10G9nKPyUg9hIUYwoXcFHX8yT5z_qbLQN&export=download,https://drive.google.com/a/adyatest.com/file/d/10G9nKPyUg9hIUYwoXcFHX8yT5z_qbLQN/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/image/jpeg,https://lh3.googleusercontent.com/NOx_jRc0Zt0BkNjAEcyrloXkZLVE1_e8ilaCezz8LorqbXcR38NhxKs1uD95jYwaZ97nx91bk4U=s220,,sales_user_1@adyatest.com,1EDWcAAKy3MIdJoO7rPoiS4e8gBtpQb3A
0f3838b0-be97-46be-b3b5-82266578582e,11640q5EAoXbfeyf0_cei7ttaTerKR9HM,Adya Overview.pdf,pdf,3285308,deepak@adyatest.com,2018-01-18 08:37:19,2018-01-18 08:37:19,INT,https://drive.google.com/a/adyatest.com/uc?id=11640q5EAoXbfeyf0_cei7ttaTerKR9HM&export=download,https://drive.google.com/a/adyatest.com/file/d/11640q5EAoXbfeyf0_cei7ttaTerKR9HM/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/application/pdf,https://lh3.googleusercontent.com/toL9gLy-3fEIGtptNEcgvWbkYb-yXBc-0FunRpRV4KpyCvOM77bBC-RX1pR53C47ev7Gi-KYMVs=s220,,deepak@adyatest.com,1NtCxd6el4zuaUbwiz6YkjFHzoFEW9d14
0f3838b0-be97-46be-b3b5-82266578582e,11fd8mj3Ko-NNdd1s4xk-rwTXS1HrYKM1,Adya Demo .mp4,mp4,35871010,deepak@adyatest.com,2018-01-18 08:36:07,2018-01-18 08:36:07,INT,https://drive.google.com/a/adyatest.com/uc?id=11fd8mj3Ko-NNdd1s4xk-rwTXS1HrYKM1&export=download,https://drive.google.com/a/adyatest.com/file/d/11fd8mj3Ko-NNdd1s4xk-rwTXS1HrYKM1/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/video/mp4,https://lh3.googleusercontent.com/_RCsDELnizIj4XGy6Bdh6XK_YY-gJL9dFg6GzYZeMhU0rWb187QGHNv3JPNnP868WKDfw9sxFQI=s220,,deepak@adyatest.com,1VKWWi5TjwPIVTTsdmgyojtFzWIlXGAqG
0f3838b0-be97-46be-b3b5-82266578582e,11v0OcWAm5DAXKLaC71gTffsyrX36k0zW,Adya Test Setup Text File.txt,plain,2727,deepak@adyatest.com,2018-01-18 08:37:12,2018-01-18 08:37:12,PUBLIC,https://drive.google.com/a/adyatest.com/uc?id=11v0OcWAm5DAXKLaC71gTffsyrX36k0zW&export=download,https://drive.google.com/a/adyatest.com/file/d/11v0OcWAm5DAXKLaC71gTffsyrX36k0zW/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/text/plain,https://lh3.googleusercontent.com/9PHZzv2gbU7k8HeNj0Np1sw1GXlbbe2ntVClrO4FR71YwsjIvP6aLl8F01jKv6fPs1xvvQudIh0=s220,,deepak@adyatest.com,1BW5j0xhVmLj7i0_ZnEhiatC8xVhayqpT
0f3838b0-be97-46be-b3b5-82266578582e,12DeoDIE106_vCk4OC5wSI7GTmOoUaSQM,Mktg_5_1,folder,0,mktg_user_2@adyatest.com,2018-01-18 08:55:16,2018-01-18 08:55:16,PUBLIC,,https://drive.google.com/drive/folders/12DeoDIE106_vCk4OC5wSI7GTmOoUaSQM,https://drive-thirdparty.googleusercontent.com/16/type/application/vnd.google-apps.folder+shared,,,mktg_user_2@adyatest.com,1xnRZjOEfx2pD7BQNxwHP9jF5FqmBtwFt
0f3838b0-be97-46be-b3b5-82266578582e,13oe1yH5UK4vC2pFNz0rURlcTqVgFCVN1,Adya Demo .mp4,mp4,35871010,sales_user_2@adyatest.com,2018-01-18 08:49:02,2018-01-18 08:49:02,DOMAIN,https://drive.google.com/a/adyatest.com/uc?id=13oe1yH5UK4vC2pFNz0rURlcTqVgFCVN1&export=download,https://drive.google.com/a/adyatest.com/file/d/13oe1yH5UK4vC2pFNz0rURlcTqVgFCVN1/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/video/mp4,https://lh3.googleusercontent.com/WiFsJKQ9BWib8m6HTeGE1gnrgPiul9gfKbPwalvG7DOUVzQ4XoHxlpA2eH_oQeHiHK0twSONWSM=s220,,sales_user_2@adyatest.com,1u-4QNQYj3dtQM0RCxnF7BGp3F7v3iAxC
0f3838b0-be97-46be-b3b5-82266578582e,13z2QJPUKhYBJCT3nGGruQ6V3yM2UJzoe,Adya Demo .mp4,mp4,35871010,deepak@adyatest.com,2018-01-18 08:36:34,2018-01-18 08:36:34,DOMAIN,https://drive.google.com/a/adyatest.com/uc?id=13z2QJPUKhYBJCT3nGGruQ6V3yM2UJzoe&export=download,https://drive.google.com/a/adyatest.com/file/d/13z2QJPUKhYBJCT3nGGruQ6V3yM2UJzoe/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/video/mp4,https://lh3.googleusercontent.com/S-SUUJAFbIvFBG9lH11qWp5CepBYzcaQjNavmh_ob5XeD-ET4CaprNGTQQkUSPxgzaspgRAaWoM=s220,,deepak@adyatest.com,1o1xzw13fl_BG-LXRhepGuOobMPKXaDck
0f3838b0-be97-46be-b3b5-82266578582e,14IksHoiJJ3inktA2QPXeFpn7Kjycf-VC,Adya Overview.pdf,pdf,3285308,mktg_user_2@adyatest.com,2018-01-18 08:54:44,2018-01-18 08:54:44,DOMAIN,https://drive.google.com/a/adyatest.com/uc?id=14IksHoiJJ3inktA2QPXeFpn7Kjycf-VC&export=download,https://drive.google.com/a/adyatest.com/file/d/14IksHoiJJ3inktA2QPXeFpn7Kjycf-VC/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/application/pdf,https://lh3.googleusercontent.com/klUVA113sQc0a8P01qOrnmrC0UOjNMOwsoTciSVAzSTa1AXL8vdzoRq7VlJ7EY4bKQ94Gd_077k=s220,,mktg_user_2@adyatest.com,1s16Q_M8TsAWzENKAdk_6zgLI5Zv-y8ZP
0f3838b0-be97-46be-b3b5-82266578582e,14jiD7EaXeBloetQna3VXr5mjkaTrNhRL,Adya Test Setup Text File.txt,plain,2727,deepak@adyatest.com,2018-01-18 08:37:03,2018-01-18 08:37:03,DOMAIN,https://drive.google.com/a/adyatest.com/uc?id=14jiD7EaXeBloetQna3VXr5mjkaTrNhRL&export=download,https://drive.google.com/a/adyatest.com/file/d/14jiD7EaXeBloetQna3VXr5mjkaTrNhRL/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/text/plain,https://lh3.googleusercontent.com/NRAl1IoNUxm0HG186cM0Hf79lqXohtmXVq48HTpKG7-E3Zz6aozU9YR-tv7kR0quCMz6smBlyXA=s220,,deepak@adyatest.com,1YPx7RWdJWaq9yjhGUo3vwG18vHTDDuG0
0f3838b0-be97-46be-b3b5-82266578582e,14m6eQYbkm7oyQeGuQbTbweKZFyVwbP7t,Adyatest.com.docx,document,9667,deepak@adyatest.com,2018-01-18 08:34:09,2018-01-18 08:34:09,INT,https://drive.google.com/a/adyatest.com/uc?id=14m6eQYbkm7oyQeGuQbTbweKZFyVwbP7t&export=download,https://drive.google.com/a/adyatest.com/file/d/14m6eQYbkm7oyQeGuQbTbweKZFyVwbP7t/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/application/vnd.openxmlformats-officedocument.wordprocessingml.document,https://lh3.googleusercontent.com/DeFFCeiTu2TXLG7xRLT4lJaPaCx6wlKBuZmxQXvK9dEkeXL-EpKhbmJ30ZRTnt6SPR8iDKLG8f4=s220,,deepak@adyatest.com,1dyEMaKC710VJ846_lWJhZesURkp0Zqil
0f3838b0-be97-46be-b3b5-82266578582e,14oW8ztckIDceXB3-yCvuicdQh0cmLvMD,Adya Overview.pdf,pdf,3285308,sales_user_1@adyatest.com,2018-01-18 08:45:18,2018-01-18 08:45:18,INT,https://drive.google.com/a/adyatest.com/uc?id=14oW8ztckIDceXB3-yCvuicdQh0cmLvMD&export=download,https://drive.google.com/a/adyatest.com/file/d/14oW8ztckIDceXB3-yCvuicdQh0cmLvMD/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/application/pdf,https://lh3.googleusercontent.com/vEILnBbNXdQMFvCan_yZFkPAc6nPsYiaXHZScrfOhk-HN2PfP-oyD_kd0IWsa1aBB0b8Putvz2A=s220,,sales_user_1@adyatest.com,1EDWcAAKy3MIdJoO7rPoiS4e8gBtpQb3A
0f3838b0-be97-46be-b3b5-82266578582e,15KI2jCTnZaWrAtuJ7At6qlrB4_5ZUMlR,Adya Test Setup Text File.txt,plain,2727,sales_user_2@adyatest.com,2018-01-18 08:47:55,2018-01-18 08:47:55,INT,https://drive.google.com/a/adyatest.com/uc?id=15KI2jCTnZaWrAtuJ7At6qlrB4_5ZUMlR&export=download,https://drive.google.com/a/adyatest.com/file/d/15KI2jCTnZaWrAtuJ7At6qlrB4_5ZUMlR/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/text/plain,https://lh3.googleusercontent.com/m8fsQ9m25teezE-ixDrz9lTwe3KhXTm0oCtq0CXAKozh6jjUeXp0wAaGp0iVOHrk4-WAbSGy_SM=s220,,sales_user_2@adyatest.com,1uagcvooQNzHrvMObw2_v_YLJUvVh5Nw2
0f3838b0-be97-46be-b3b5-82266578582e,15ouMIIF04crVo-7Nw3dQ1MD_2BlwHf0l,Adya Demo .mp4,mp4,35871010,mktg_user_2@adyatest.com,2018-01-18 08:55:00,2018-01-18 08:55:00,PUBLIC,https://drive.google.com/a/adyatest.com/uc?id=15ouMIIF04crVo-7Nw3dQ1MD_2BlwHf0l&export=download,https://drive.google.com/a/adyatest.com/file/d/15ouMIIF04crVo-7Nw3dQ1MD_2BlwHf0l/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/video/mp4,https://lh3.googleusercontent.com/HJKZg2qn53RZrcwdwScMMmPfqE6ZerYwHzjn7BOzJYAaBIoLVM1usCzEGtLnf0N6gNkvLtUKeUU=s220,,mktg_user_2@adyatest.com,1DwQwtFf9NMHm69N8mIC7_BWnpLMe-zbZ
0f3838b0-be97-46be-b3b5-82266578582e,15Tt148_p1SfPPf5KgZBVxQjEejEoCRVt,Beach.jpg,jpeg,9256161,deepak@adyatest.com,2018-01-18 08:37:37,2018-01-18 08:37:37,DOMAIN,https://drive.google.com/a/adyatest.com/uc?id=15Tt148_p1SfPPf5KgZBVxQjEejEoCRVt&export=download,https://drive.google.com/a/adyatest.com/file/d/15Tt148_p1SfPPf5KgZBVxQjEejEoCRVt/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/image/jpeg,https://lh3.googleusercontent.com/IpRQ3NHnik-59YI4ciPKdToJY6uHSn2vITUVpO0Wsn4Up7bJse2ioDHLd6XeAMCVusaX_c3RVGw=s220,,deepak@adyatest.com,1YPx7RWdJWaq9yjhGUo3vwG18vHTDDuG0
0f3838b0-be97-46be-b3b5-82266578582e,16YCEv854OmVX7nCF2EEA-DVRKxg-KFkX,Adyatest.com.docx,document,9667,engg_user_1@adyatest.com,2018-01-18 08:20:27,2018-01-18 08:20:27,INT,https://drive.google.com/a/adyatest.com/uc?id=16YCEv854OmVX7nCF2EEA-DVRKxg-KFkX&export=download,https://drive.google.com/a/adyatest.com/file/d/16YCEv854OmVX7nCF2EEA-DVRKxg-KFkX/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/application/vnd.openxmlformats-officedocument.wordprocessingml.document,https://lh3.googleusercontent.com/Vh-LvCCQ4oRy7UmpCrAzl1lB6GbdZblAEgXU_TIfuhH9nd2Swq85zGESp5DRBmXTHPyQjwzVm3w=s220,,engg_user_1@adyatest.com,1DS24A_OYJxNE1RXFmIICwUp01pOM0mvv
0f3838b0-be97-46be-b3b5-82266578582e,16ZoG6UYmJnfCssK0m3m8WDo12TgsOEny,Adya Overview.pdf,pdf,3285308,mktg_user_2@adyatest.com,2018-01-18 08:53:20,2018-01-18 08:53:20,INT,https://drive.google.com/a/adyatest.com/uc?id=16ZoG6UYmJnfCssK0m3m8WDo12TgsOEny&export=download,https://drive.google.com/a/adyatest.com/file/d/16ZoG6UYmJnfCssK0m3m8WDo12TgsOEny/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/application/pdf,https://lh3.googleusercontent.com/F0uymPPuVkRdD_jxgzZta8UhldGMHdkmnuWINMR__gqN4u532fBMf2cMjwL01tuasbziMW9TpFQ=s220,,mktg_user_2@adyatest.com,1vRmizmOyz8yDIAnxqX-2f90twAKOR00Y
0f3838b0-be97-46be-b3b5-82266578582e,174ADorLhsr5XFD5GZZ_MBObvkUlrWt_f,Adya Demo .mp4,mp4,35871010,sales_user_2@adyatest.com,2018-01-18 08:48:14,2018-01-18 08:48:14,INT,https://drive.google.com/a/adyatest.com/uc?id=174ADorLhsr5XFD5GZZ_MBObvkUlrWt_f&export=download,https://drive.google.com/a/adyatest.com/file/d/174ADorLhsr5XFD5GZZ_MBObvkUlrWt_f/view?usp=drivesdk,https://drive-thirdparty.googleusercontent.com/16/type/video/mp4,https://lh3.googleusercontent.com/ibbhLFSnRHDNIabiFt1ujf8vd3MNFVOS9xYiQU94UbVtof9XX1W8tY5bnrc0ftdDIb00BetGhZk=s220,,sales_user_2@adyatest.com,1zLlmhxW_up2JuuliJKi05YpfxjfiFPns
